Run	Dataset1	Dataset2	Phonological	Syntactic	Geographic	Genetic	Inventory	Featural	Entropy_pretrain_train	Entropy_pretrain_test	Entropy_pretrain_dev	Pretrain Training set size	Finetune Training set size	Total Size	KL_train	KL_test	KL_dev	UniqueLabels_finetune_test	UniqueLabels_pretrain_test	Formalism	Genre overlap	Formality overlap	genreoverlap_news	genreoverlap_political	genreoverlap_science	genreoverlap_academic	genreoverlap_fiction	genreoverlap_chats	Model Percentage Gain	Model gains	Model absolute
0	spa.rst.sctb	fra.sdrt.annodis	0.48	0.41	0.0	0.44	0.58	0.5	5.99	4.96	4.41	439.0	2185.0	2624.0	7.568962	6.556134	7.11253	18.0	19.0	0.0	1.0	1.0	9.34	1.88	0.0	27.11	0.0	0.0	13.106796116504855	4.32	37.28
0	spa.rst.sctb	nld.rst.nldt	0.59	0.58	0.1	0.92	0.56	0.6	5.99	4.96	4.41	439.0	1608.0	2047.0	1.415972	1.188068	2.816536	29.0	19.0	1.0	1.0	2.0	0.0	0.0	50.81	0.0	0.0	0.0	3.703703703703715	1.2269938650306784	34.355828220858896
0	spa.rst.sctb	por.rst.cstn	0.59	0.4	0.0	0.27	0.48	0.5	5.99	4.96	4.41	439.0	4148.0	4587.0	2.670308	2.205361	3.540834	21.0	19.0	1.0	1.0	1.0	9.34	0.0	0.0	0.0	0.0	0.0	6.874999999999991	4.044117647058819	62.86764705882353
0	spa.rst.sctb	rus.rst.rrt	0.36	0.45	0.3	0.8	0.53	0.5	5.99	4.96	4.41	439.0	28822.0	29261.0	4.689932	4.661316	4.853515	20.0	19.0	1.0	1.0	1.0	9.34	0.0	28.69	27.11	0.0	0.0	0.48573163327259844	0.2813928948293949	58.21315511783327
0	spa.rst.sctb	spa.rst.rststb	0.0	0.0	0.0	0.0	0.0	0.0	5.99	4.96	4.41	439.0	2240.0	2679.0	0.682134	0.669351	0.724018	25.0	19.0	1.0	1.0	1.0	0.0	0.0	55.13	22.54	0.0	0.0	6.617647058823551	2.112676056338035	34.037558685446015
0	spa.rst.sctb	spa.rst.sctb	0.0	0.0	0.0	0.0	0.0	0.0	5.99	4.96	4.41	439.0	439.0	878.0	0.0	0.0	0.0	19.0	19.0	1.0	2.0	2.0	9.34	8.43	55.13	27.11	0.0	0.0	0.0	0.0	45.911949685534594
0	spa.rst.sctb	tur.pdtb.tdb	0.41	0.65	0.1	1.0	0.56	0.6	5.99	4.96	4.41	439.0	2451.0	2890.0	13.405148	13.806547	13.566138	22.0	19.0	0.0	0.0	1.0	9.34	0.0	0.0	27.11	0.0	0.0	6.802721088435379	2.3696682464454994	37.203791469194314
0	spa.rst.sctb	zho.rst.sctb	0.59	0.56	1.0	1.0	0.68	0.6	5.99	4.96	4.41	439.0	439.0	878.0	0.023033	0.016775	0.1714	20.0	19.0	1.0	2.0	2.0	9.34	8.43	55.13	27.11	0.0	0.0	11.267605633802814	5.031446540880502	49.685534591194966
0	tur.pdtb.tdb	deu.rst.pcc	0.27	0.64	0.1	1.0	0.42	0.5	7.61	5.83	5.54	2451.0	2164.0	4615.0	13.088185	13.160629	13.278953	24.0	22.0	0.0	0.0	2.0	33.33	0.0	0.0	0.0	0.0	0.0	2.439024390243905	0.384615384615385	16.153846153846153
0	tur.pdtb.tdb	eng.pdtb.pdtb	0.34	0.7	0.1	1.0	0.52	0.6	7.61	5.83	5.54	2451.0	43920.0	46371.0	0.410545	0.247055	0.437357	23.0	22.0	1.0	0.0	2.0	33.33	0.0	0.0	0.0	0.0	0.0	2.1276595744680957	1.4178112538768346	68.05494018608773
0	tur.pdtb.tdb	eng.rst.gum	0.34	0.7	0.1	1.0	0.52	0.6	7.61	5.83	5.54	2451.0	13897.0	16348.0	13.088475	13.160759	13.279068	23.0	22.0	0.0	1.0	1.0	7.71	0.0	0.0	19.95	12.59	0.0	3.494623655913982	1.8651362984218096	55.23672883787661
0	tur.pdtb.tdb	eng.rst.rstdt	0.34	0.7	0.1	1.0	0.52	0.6	7.61	5.83	5.54	2451.0	16002.0	18453.0	13.089149	13.161397	13.27977	17.0	22.0	0.0	0.0	2.0	33.33	0.0	0.0	0.0	0.0	0.0	2.095808383233547	1.2993039443155538	63.29466357308585
0	tur.pdtb.tdb	eng.sdrt.stac	0.34	0.7	0.1	1.0	0.52	0.6	7.61	5.83	5.54	2451.0	9580.0	12031.0	13.089213	13.161471	13.279822	16.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.801204819277118	5.6291390728476856	49.60264900662252
0	tur.pdtb.tdb	fas.rst.prstc	0.59	0.8	0.6	1.0	0.59	0.7	7.61	5.83	5.54	2451.0	4100.0	6551.0	13.089151	13.16145	13.279925	16.0	22.0	0.0	0.0	2.0	33.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.78378378378378
0	tur.pdtb.tdb	fra.sdrt.annodis	0.27	0.68	0.1	1.0	0.5	0.6	7.61	5.83	5.54	2451.0	2185.0	4636.0	13.089056	13.161316	13.279679	18.0	22.0	0.0	0.0	2.0	33.33	0.0	0.0	33.33	0.0	0.0	11.650485436893193	3.8399999999999963	36.8
0	tur.pdtb.tdb	nld.rst.nldt	0.59	0.71	0.1	1.0	0.45	0.6	7.61	5.83	5.54	2451.0	1608.0	4059.0	13.087707	13.160189	13.278732	29.0	22.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.629629629629632	1.5337423312883445	34.66257668711656
0	tur.pdtb.tdb	por.rst.cstn	0.59	0.69	0.2	1.0	0.47	0.6	7.61	5.83	5.54	2451.0	4148.0	6599.0	13.088049	13.161056	13.279352	21.0	22.0	0.0	0.0	2.0	33.33	0.0	0.0	0.0	0.0	0.0	1.8749999999999856	1.1029411764705799	59.92647058823529
0	tur.pdtb.tdb	rus.rst.rrt	0.2	0.63	0.2	1.0	0.51	0.5	7.61	5.83	5.54	2451.0	28822.0	31273.0	13.088809	13.161166	13.279549	20.0	22.0	0.0	0.0	2.0	33.33	0.0	0.0	33.33	0.0	0.0	1.7607771706132245	1.0200492437565885	58.95181146676046
0	tur.pdtb.tdb	spa.rst.rststb	0.41	0.65	0.1	1.0	0.56	0.6	7.61	5.83	5.54	2451.0	2240.0	4691.0	13.088172	13.160569	13.279144	25.0	22.0	0.0	0.0	2.0	0.0	0.0	0.0	22.54	0.0	0.0	5.147058823529426	1.6431924882629154	33.568075117370896
0	tur.pdtb.tdb	spa.rst.sctb	0.41	0.65	0.1	1.0	0.56	0.6	7.61	5.83	5.54	2451.0	439.0	2890.0	13.088563	13.161265	13.279755	19.0	22.0	0.0	0.0	1.0	9.34	0.0	0.0	27.11	0.0	0.0	6.84931506849314	3.1446540880503093	49.056603773584904
0	tur.pdtb.tdb	tur.pdtb.tdb	0.0	0.0	0.0	0.0	0.0	0.0	7.61	5.83	5.54	2451.0	2451.0	4902.0	0.0	0.0	0.0	22.0	22.0	1.0	2.0	2.0	33.33	0.0	0.0	33.33	33.33	0.0	0.0	0.0	34.834123222748815
0	tur.pdtb.tdb	zho.rst.sctb	0.59	0.55	1.0	1.0	0.62	0.6	7.61	5.83	5.54	2451.0	439.0	2890.0	13.088396	13.161162	13.279565	20.0	22.0	0.0	0.0	1.0	9.34	0.0	0.0	27.11	0.0	0.0	-1.4084507042253498	-0.6289308176100619	44.0251572327044
0	zho.rst.sctb	deu.rst.pcc	0.55	0.58	1.0	1.0	0.62	0.6	5.98	4.95	4.39	439.0	2164.0	2603.0	1.478141	2.343527	1.708739	24.0	20.0	1.0	1.0	1.0	9.34	0.0	0.0	0.0	0.0	0.0	7.317073170731715	1.153846153846155	16.923076923076923
0	zho.rst.sctb	eng.pdtb.pdtb	0.57	0.57	1.0	1.0	0.6	0.6	5.98	4.95	4.39	439.0	43920.0	44359.0	13.359795	13.716694	13.46408	23.0	20.0	0.0	1.0	1.0	9.34	0.0	0.0	0.0	0.0	0.0	1.396276595744677	0.9304386353566656	67.56756756756756
0	zho.rst.sctb	eng.rst.gum	0.57	0.57	1.0	1.0	0.6	0.6	5.98	4.95	4.39	439.0	13897.0	14336.0	3.754622	3.763836	3.479938	23.0	20.0	1.0	1.0	2.0	7.71	8.43	13.2	19.95	0.0	0.0	2.06093189964158	1.0999521759923496	54.47154471544715
0	zho.rst.sctb	eng.rst.rstdt	0.57	0.57	1.0	1.0	0.6	0.6	5.98	4.95	4.39	439.0	16002.0	16441.0	7.099918	6.219551	6.756876	17.0	20.0	1.0	1.0	1.0	9.34	0.0	0.0	0.0	0.0	0.0	1.2724550898203753	0.7888631090487337	62.78422273781903
0	zho.rst.sctb	eng.sdrt.stac	0.57	0.57	1.0	1.0	0.6	0.6	5.98	4.95	4.39	439.0	9580.0	10019.0	13.360204	13.717145	13.464334	16.0	20.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	9.939759036144586	4.3708609271523216	48.34437086092716
0	zho.rst.sctb	fas.rst.prstc	0.0	0.87	1.0	1.0	0.73	0.8	5.98	4.95	4.39	439.0	4100.0	4539.0	7.297364	6.420645	6.944744	16.0	20.0	1.0	1.0	1.0	9.34	0.0	0.0	0.0	0.0	0.0	10.500000000000002	3.5472972972972983	37.33108108108108
0	zho.rst.sctb	fra.sdrt.annodis	0.55	0.57	1.0	1.0	0.6	0.6	5.98	4.95	4.39	439.0	2185.0	2624.0	7.485593	6.717276	7.291153	18.0	20.0	0.0	1.0	1.0	9.34	1.88	0.0	27.11	0.0	0.0	14.563106796116497	4.799999999999997	37.76
0	zho.rst.sctb	nld.rst.nldt	0.0	0.63	1.0	1.0	0.61	0.6	5.98	4.95	4.39	439.0	1608.0	2047.0	1.539652	1.056035	2.735296	29.0	20.0	1.0	1.0	2.0	0.0	0.0	50.81	0.0	0.0	0.0	1.8518518518518574	0.6134969325153392	33.74233128834356
0	zho.rst.sctb	por.rst.cstn	0.0	0.61	1.0	1.0	0.63	0.6	5.98	4.95	4.39	439.0	4148.0	4587.0	2.852938	2.343318	3.698878	21.0	20.0	1.0	1.0	1.0	9.34	0.0	0.0	0.0	0.0	0.0	3.124999999999984	1.8382352941176379	60.66176470588235
0	zho.rst.sctb	rus.rst.rrt	0.62	0.57	1.0	1.0	0.69	0.6	5.98	4.95	4.39	439.0	28822.0	29261.0	4.856298	4.611687	4.523626	20.0	20.0	1.0	1.0	1.0	9.34	0.0	28.69	27.11	0.0	0.0	1.3964784456587633	0.8090045726345352	58.74076679563841
0	zho.rst.sctb	spa.rst.rststb	0.59	0.56	1.0	1.0	0.68	0.6	5.98	4.95	4.39	439.0	2240.0	2679.0	0.667207	0.642179	0.885211	25.0	20.0	1.0	1.0	1.0	0.0	0.0	55.13	22.54	0.0	0.0	4.411764705882341	1.4084507042253485	33.33333333333333
0	zho.rst.sctb	spa.rst.sctb	0.59	0.56	1.0	1.0	0.68	0.6	5.98	4.95	4.39	439.0	439.0	878.0	0.046108	0.058128	0.322448	19.0	20.0	1.0	2.0	2.0	9.34	8.43	55.13	27.11	0.0	0.0	-2.7397260273972712	-1.2578616352201308	44.65408805031446
0	zho.rst.sctb	tur.pdtb.tdb	0.59	0.55	1.0	1.0	0.62	0.6	5.98	4.95	4.39	439.0	2451.0	2890.0	13.359595	13.716635	13.46385	22.0	20.0	0.0	0.0	1.0	9.34	0.0	0.0	27.11	0.0	0.0	6.122448979591829	2.1327014218009452	36.96682464454976
0	zho.rst.sctb	zho.rst.sctb	0.0	0.0	0.0	0.0	0.0	0.0	5.98	4.95	4.39	439.0	439.0	878.0	0.0	0.0	0.0	20.0	20.0	1.0	2.0	2.0	9.34	8.43	55.13	27.11	0.0	0.0	0.0	0.0	44.65408805031446
1	deu.rst.pcc	deu.rst.pcc	0.0	0.0	0.0	0.0	0.0	0.0	7.46	5.33	5.26	2164.0	2164.0	4328.0	0.0	0.0	0.0	24.0	24.0	1.0	2.0	2.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.769230769230768
1	deu.rst.pcc	eng.pdtb.pdtb	0.33	0.42	0.1	0.43	0.44	0.4	7.46	5.33	5.26	2164.0	43920.0	46084.0	12.35564	12.502094	12.422505	23.0	24.0	0.0	2.0	2.0	100.0	0.0	0.0	0.0	0.0	0.0	2.92553191489361	1.9494904740806334	68.58661940629153
1	deu.rst.pcc	eng.rst.gum	0.33	0.42	0.1	0.43	0.44	0.4	7.46	5.33	5.26	2164.0	13897.0	16061.0	5.017651	5.508749	4.865336	23.0	24.0	1.0	1.0	1.0	7.71	0.0	0.0	0.0	0.0	0.0	2.329749103942664	1.2434241989478778	54.61501673840268
1	deu.rst.pcc	eng.rst.rstdt	0.33	0.42	0.1	0.43	0.44	0.4	7.46	5.33	5.26	2164.0	16002.0	18166.0	7.966596	8.719194	7.917346	17.0	24.0	1.0	2.0	2.0	100.0	0.0	0.0	0.0	0.0	0.0	1.9461077844311458	1.2064965197215827	63.20185614849188
1	deu.rst.pcc	eng.sdrt.stac	0.33	0.42	0.1	0.43	0.44	0.4	7.46	5.33	5.26	2164.0	9580.0	11744.0	12.35605	12.502545	12.422759	16.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.060240963855412	6.622516556291387	50.59602649006622
1	deu.rst.pcc	fas.rst.prstc	0.55	0.89	0.5	1.0	0.6	0.7	7.46	5.33	5.26	2164.0	4100.0	6264.0	7.830429	8.604196	7.751469	16.0	24.0	1.0	2.0	2.0	100.0	0.0	0.0	0.0	0.0	0.0	11.500000000000005	3.885135135135137	37.66891891891892
1	deu.rst.pcc	fra.sdrt.annodis	0.26	0.46	0.0	0.86	0.39	0.4	7.46	5.33	5.26	2164.0	2185.0	4349.0	10.09242	10.767874	9.573659	18.0	24.0	0.0	1.0	2.0	39.63	0.0	0.0	0.0	0.0	0.0	15.533980582524284	5.1200000000000045	38.080000000000005
1	deu.rst.pcc	nld.rst.nldt	0.55	0.35	0.0	0.29	0.31	0.4	7.46	5.33	5.26	2164.0	1608.0	3772.0	3.442879	4.217198	4.017865	29.0	24.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.629629629629632	1.5337423312883445	34.66257668711656
1	deu.rst.pcc	por.rst.cstn	0.55	0.53	0.1	0.86	0.43	0.5	7.46	5.33	5.26	2164.0	4148.0	6312.0	5.394577	7.511707	6.756538	21.0	24.0	1.0	2.0	2.0	100.0	0.0	0.0	0.0	0.0	0.0	4.374999999999995	2.573529411764703	61.39705882352941
1	deu.rst.pcc	rus.rst.rrt	0.33	0.42	0.2	0.86	0.52	0.5	7.46	5.33	5.26	2164.0	28822.0	30986.0	5.919591	6.569988	5.869725	20.0	24.0	1.0	1.0	2.0	33.82	0.0	0.0	0.0	0.0	0.0	0.667880995749829	0.3869152303904215	58.318677453394294
1	deu.rst.pcc	spa.rst.rststb	0.48	0.5	0.1	0.86	0.64	0.6	7.46	5.33	5.26	2164.0	2240.0	4404.0	3.385594	3.480512	3.425458	25.0	24.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	5.882352941176467	1.8779342723004682	33.80281690140845
1	deu.rst.pcc	spa.rst.sctb	0.48	0.5	0.1	0.86	0.64	0.6	7.46	5.33	5.26	2164.0	439.0	2603.0	3.931815	5.802918	5.017086	19.0	24.0	1.0	1.0	1.0	9.34	0.0	0.0	0.0	0.0	0.0	-8.219178082191783	-3.7735849056603783	42.138364779874216
1	deu.rst.pcc	tur.pdtb.tdb	0.27	0.64	0.1	1.0	0.42	0.5	7.46	5.33	5.26	2164.0	2451.0	4615.0	12.355441	12.502035	12.422275	22.0	24.0	0.0	0.0	2.0	33.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.834123222748815
1	deu.rst.pcc	zho.rst.sctb	0.55	0.58	1.0	1.0	0.62	0.6	7.46	5.33	5.26	2164.0	439.0	2603.0	3.848293	5.720767	4.958576	20.0	24.0	1.0	1.0	1.0	9.34	0.0	0.0	0.0	0.0	0.0	-2.8169014084506996	-1.2578616352201237	43.39622641509434
1	eng.pdtb.pdtb	deu.rst.pcc	0.33	0.42	0.1	0.43	0.44	0.4	10.4	7.4	10.4	43920.0	2164.0	46084.0	13.319971	13.293014	13.35153	24.0	23.0	0.0	2.0	2.0	100.0	0.0	0.0	0.0	0.0	0.0	73.17073170731707	11.538461538461538	27.307692307692307
1	eng.pdtb.pdtb	eng.pdtb.pdtb	0.0	0.0	0.0	0.0	0.0	0.0	10.4	7.4	10.4	43920.0	43920.0	87840.0	0.0	0.0	0.0	23.0	23.0	1.0	2.0	2.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.6371289322109
1	eng.pdtb.pdtb	eng.rst.gum	0.0	0.0	0.0	0.0	0.0	0.0	10.4	7.4	10.4	43920.0	13897.0	57817.0	13.320261	13.293144	13.351645	23.0	23.0	0.0	1.0	1.0	7.71	0.0	0.0	0.0	0.0	0.0	6.27240143369175	3.347680535628882	56.719273075083684
1	eng.pdtb.pdtb	eng.rst.rstdt	0.0	0.0	0.0	0.0	0.0	0.0	10.4	7.4	10.4	43920.0	16002.0	59922.0	13.320935	13.293782	13.352347	17.0	23.0	0.0	2.0	2.0	100.0	0.0	0.0	0.0	0.0	0.0	4.041916167664682	2.5058004640371294	64.50116009280742
1	eng.pdtb.pdtb	eng.sdrt.stac	0.0	0.0	0.0	0.0	0.0	0.0	10.4	7.4	10.4	43920.0	9580.0	53500.0	13.320999	13.293856	13.352399	16.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.632530120481924	9.072847682119203	53.04635761589404
1	eng.pdtb.pdtb	fas.rst.prstc	0.57	0.9	0.5	1.0	0.57	0.7	10.4	7.4	10.4	43920.0	4100.0	48020.0	13.320937	13.293835	13.352502	16.0	23.0	0.0	2.0	2.0	100.0	0.0	0.0	0.0	0.0	0.0	28.500000000000004	9.628378378378379	43.41216216216216
1	eng.pdtb.pdtb	fra.sdrt.annodis	0.43	0.46	0.0	0.9	0.48	0.5	10.4	7.4	10.4	43920.0	2185.0	46105.0	13.320842	13.293701	13.352256	18.0	23.0	0.0	1.0	2.0	39.63	0.0	0.0	0.0	0.0	0.0	41.2621359223301	13.600000000000001	46.56
1	eng.pdtb.pdtb	nld.rst.nldt	0.57	0.49	0.0	0.6	0.49	0.5	10.4	7.4	10.4	43920.0	1608.0	45528.0	13.319493	13.292574	13.35131	29.0	23.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	8.282208588957054	41.41104294478527
1	eng.pdtb.pdtb	por.rst.cstn	0.57	0.47	0.1	0.9	0.42	0.5	10.4	7.4	10.4	43920.0	4148.0	48068.0	13.319835	13.293441	13.351929	21.0	23.0	0.0	2.0	2.0	100.0	0.0	0.0	0.0	0.0	0.0	4.999999999999994	2.941176470588232	61.76470588235294
1	eng.pdtb.pdtb	rus.rst.rrt	0.28	0.49	0.2	0.9	0.56	0.5	10.4	7.4	10.4	43920.0	28822.0	72742.0	13.320595	13.29355	13.352126	20.0	23.0	0.0	1.0	2.0	33.82	0.0	0.0	0.0	0.0	0.0	2.3072252580449284	1.3366162504396755	59.26837847344355
1	eng.pdtb.pdtb	spa.rst.rststb	0.34	0.4	0.1	0.9	0.55	0.5	10.4	7.4	10.4	43920.0	2240.0	46160.0	13.319957	13.292954	13.351721	25.0	23.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	52.941176470588246	16.901408450704228	48.82629107981221
1	eng.pdtb.pdtb	spa.rst.sctb	0.34	0.4	0.1	0.9	0.55	0.5	10.4	7.4	10.4	43920.0	439.0	44359.0	13.320349	13.29365	13.352332	19.0	23.0	0.0	1.0	1.0	9.34	0.0	0.0	0.0	0.0	0.0	17.808219178082176	8.176100628930811	54.088050314465406
1	eng.pdtb.pdtb	tur.pdtb.tdb	0.34	0.7	0.1	1.0	0.52	0.6	10.4	7.4	10.4	43920.0	2451.0	46371.0	0.262378	0.231736	0.279827	22.0	23.0	1.0	0.0	2.0	33.33	0.0	0.0	0.0	0.0	0.0	40.81632653061225	14.21800947867299	49.052132701421804
1	eng.pdtb.pdtb	zho.rst.sctb	0.57	0.57	1.0	1.0	0.6	0.6	10.4	7.4	10.4	43920.0	439.0	44359.0	13.320182	13.293547	13.352142	20.0	23.0	0.0	1.0	1.0	9.34	0.0	0.0	0.0	0.0	0.0	19.71830985915493	8.80503144654088	53.459119496855344
1	eng.rst.gum	deu.rst.pcc	0.33	0.42	0.1	0.43	0.44	0.4	9.35	7.48	7.48	13897.0	2164.0	16061.0	2.517382	2.992038	3.09068	24.0	23.0	1.0	1.0	1.0	7.71	0.0	0.0	0.0	0.0	0.0	43.90243902439026	6.923076923076925	22.692307692307693
1	eng.rst.gum	eng.pdtb.pdtb	0.0	0.0	0.0	0.0	0.0	0.0	9.35	7.48	7.48	13897.0	43920.0	57817.0	12.704641	12.834348	12.641375	23.0	23.0	0.0	1.0	1.0	7.71	0.0	0.0	0.0	0.0	0.0	2.3271276595744688	1.5507310589277807	68.18785999113868
1	eng.rst.gum	eng.rst.gum	0.0	0.0	0.0	0.0	0.0	0.0	9.35	7.48	7.48	13897.0	13897.0	27794.0	0.0	0.0	0.0	23.0	23.0	1.0	2.0	2.0	7.71	13.28	13.2	19.95	12.59	33.27	0.0	0.0	53.3715925394548
1	eng.rst.gum	eng.rst.rstdt	0.0	0.0	0.0	0.0	0.0	0.0	9.35	7.48	7.48	13897.0	16002.0	29899.0	4.438159	4.079748	4.531101	17.0	23.0	1.0	1.0	1.0	7.71	0.0	0.0	0.0	0.0	0.0	3.1437125748503205	1.9489559164733308	63.944315545243626
1	eng.rst.gum	eng.sdrt.stac	0.0	0.0	0.0	0.0	0.0	0.0	9.35	7.48	7.48	13897.0	9580.0	23477.0	12.705051	12.834799	12.641628	16.0	23.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	33.27	20.331325301204824	8.94039735099338	52.913907284768214
1	eng.rst.gum	fas.rst.prstc	0.57	0.9	0.5	1.0	0.57	0.7	9.35	7.48	7.48	13897.0	4100.0	17997.0	4.420834	4.076646	4.430621	16.0	23.0	1.0	1.0	1.0	7.71	0.0	0.0	0.0	0.0	0.0	29.500000000000007	9.966216216216218	43.75
1	eng.rst.gum	fra.sdrt.annodis	0.43	0.46	0.0	0.9	0.48	0.5	9.35	7.48	7.48	13897.0	2185.0	16082.0	7.67005	7.666781	7.594859	18.0	23.0	0.0	1.0	1.0	7.71	1.88	0.0	19.95	0.0	0.0	33.49514563106796	11.04	44.0
1	eng.rst.gum	nld.rst.nldt	0.57	0.49	0.0	0.6	0.49	0.5	9.35	7.48	7.48	13897.0	1608.0	15505.0	2.196064	2.265207	2.884335	29.0	23.0	1.0	1.0	2.0	0.0	0.0	13.2	0.0	0.0	0.0	12.037037037037063	3.9877300613497013	37.11656441717792
1	eng.rst.gum	por.rst.cstn	0.57	0.47	0.1	0.9	0.42	0.5	9.35	7.48	7.48	13897.0	4148.0	18045.0	3.258316	5.088915	4.897392	21.0	23.0	1.0	1.0	1.0	7.71	0.0	0.0	0.0	0.0	0.0	7.499999999999991	4.411764705882348	63.23529411764706
1	eng.rst.gum	rus.rst.rrt	0.28	0.49	0.2	0.9	0.56	0.5	9.35	7.48	7.48	13897.0	28822.0	42719.0	1.438421	1.37876	1.635247	20.0	23.0	1.0	1.0	1.0	7.71	0.0	13.2	19.95	0.0	0.0	2.3072252580449284	1.3366162504396755	59.26837847344355
1	eng.rst.gum	spa.rst.rststb	0.34	0.4	0.1	0.9	0.55	0.5	9.35	7.48	7.48	13897.0	2240.0	16137.0	2.169702	1.41753	2.193484	25.0	23.0	1.0	1.0	1.0	0.0	0.0	13.2	19.95	0.0	0.0	38.97058823529412	12.441314553990612	44.36619718309859
1	eng.rst.gum	spa.rst.sctb	0.34	0.4	0.1	0.9	0.55	0.5	9.35	7.48	7.48	13897.0	439.0	14336.0	3.067618	4.829539	4.482827	19.0	23.0	1.0	1.0	2.0	7.71	8.43	13.2	19.95	0.0	0.0	17.808219178082176	8.176100628930811	54.088050314465406
1	eng.rst.gum	tur.pdtb.tdb	0.34	0.7	0.1	1.0	0.52	0.6	9.35	7.48	7.48	13897.0	2451.0	16348.0	12.704441	12.834289	12.641144	22.0	23.0	0.0	1.0	1.0	7.71	0.0	0.0	19.95	12.59	0.0	22.448979591836746	7.819905213270147	42.65402843601896
1	eng.rst.gum	zho.rst.sctb	0.57	0.57	1.0	1.0	0.6	0.6	9.35	7.48	7.48	13897.0	439.0	14336.0	3.076918	4.623221	4.716801	20.0	23.0	1.0	1.0	2.0	7.71	8.43	13.2	19.95	0.0	0.0	19.71830985915493	8.80503144654088	53.459119496855344
1	eng.rst.rstdt	deu.rst.pcc	0.33	0.42	0.1	0.43	0.44	0.4	9.43	7.41	7.13	16002.0	2164.0	18166.0	5.061162	5.489218	5.25429	24.0	17.0	1.0	2.0	2.0	100.0	0.0	0.0	0.0	0.0	0.0	46.341463414634156	7.307692307692308	23.076923076923077
1	eng.rst.rstdt	eng.pdtb.pdtb	0.0	0.0	0.0	0.0	0.0	0.0	9.43	7.41	7.13	16002.0	43920.0	59922.0	13.567425	13.476797	13.628853	23.0	17.0	0.0	2.0	2.0	100.0	0.0	0.0	0.0	0.0	0.0	2.792553191489354	1.8608772707133312	68.49800620292423
1	eng.rst.rstdt	eng.rst.gum	0.0	0.0	0.0	0.0	0.0	0.0	9.43	7.41	7.13	16002.0	13897.0	29899.0	2.396905	2.354014	2.44339	23.0	17.0	1.0	1.0	1.0	7.71	0.0	0.0	0.0	0.0	0.0	6.810035842293917	3.6346245815399385	57.00621712099474
1	eng.rst.rstdt	eng.rst.rstdt	0.0	0.0	0.0	0.0	0.0	0.0	9.43	7.41	7.13	16002.0	16002.0	32004.0	0.0	0.0	0.0	17.0	17.0	1.0	2.0	2.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.995359628770295
1	eng.rst.rstdt	eng.sdrt.stac	0.0	0.0	0.0	0.0	0.0	0.0	9.43	7.41	7.13	16002.0	9580.0	25582.0	13.567835	13.477248	13.629106	16.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.86746987951806	7.417218543046353	51.39072847682119
1	eng.rst.rstdt	fas.rst.prstc	0.57	0.9	0.5	1.0	0.57	0.7	9.43	7.41	7.13	16002.0	4100.0	20102.0	0.511836	0.359653	0.482321	16.0	17.0	1.0	2.0	2.0	100.0	0.0	0.0	0.0	0.0	0.0	27.5	9.29054054054054	43.07432432432432
1	eng.rst.rstdt	fra.sdrt.annodis	0.43	0.46	0.0	0.9	0.48	0.5	9.43	7.41	7.13	16002.0	2185.0	18187.0	4.53724	4.754947	4.500601	18.0	17.0	0.0	1.0	2.0	39.63	0.0	0.0	0.0	0.0	0.0	29.126213592232993	9.599999999999994	42.559999999999995
1	eng.rst.rstdt	nld.rst.nldt	0.57	0.49	0.0	0.6	0.49	0.5	9.43	7.41	7.13	16002.0	1608.0	17610.0	4.45082	4.765809	4.764478	29.0	17.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	8.333333333333346	2.760736196319023	35.88957055214724
1	eng.rst.rstdt	por.rst.cstn	0.57	0.47	0.1	0.9	0.42	0.5	9.43	7.41	7.13	16002.0	4148.0	20150.0	2.920171	4.03916	3.77618	21.0	17.0	1.0	2.0	2.0	100.0	0.0	0.0	0.0	0.0	0.0	7.499999999999991	4.411764705882348	63.23529411764706
1	eng.rst.rstdt	rus.rst.rrt	0.28	0.49	0.2	0.9	0.56	0.5	9.43	7.41	7.13	16002.0	28822.0	44824.0	2.056016	2.202028	2.17054	20.0	17.0	1.0	1.0	2.0	33.82	0.0	0.0	0.0	0.0	0.0	2.792956891317539	1.6180091452690775	59.54977136827295
