Run	Dataset1	Dataset2	Phonological	Syntactic	Geographic	Genetic	Inventory	Featural	Entropy_pretrain_train	Entropy_pretrain_test	Entropy_pretrain_dev	Pretrain Training set size	Finetune Training set size	Total Size	KL_train	KL_test	KL_dev	UniqueLabels_finetune_test	UniqueLabels_pretrain_test	Formalism	Genre overlap	Formality overlap	genreoverlap_news	genreoverlap_political	genreoverlap_science	genreoverlap_academic	genreoverlap_fiction	genreoverlap_chats	Model Percentage Gain	Model gains	Model absolute
0	fas.rst.prstc	eng.rst.gum	0.57	0.9	0.5	1.0	0.57	0.7	8.13	6.2	6.01	4100.0	13897.0	17997.0	2.637823	2.794465	2.296164	23.0	16.0	1.0	1.0	1.0	7.71	0.0	0.0	0.0	0.0	0.0	2.2401433691756267	1.1956001912960303	54.56719273075083
0	fas.rst.prstc	eng.rst.rstdt	0.57	0.9	0.5	1.0	0.57	0.7	8.13	6.2	6.01	4100.0	16002.0	20102.0	0.617138	0.478335	0.51672	17.0	16.0	1.0	2.0	2.0	100.0	0.0	0.0	0.0	0.0	0.0	2.095808383233547	1.2993039443155538	63.29466357308585
0	fas.rst.prstc	eng.sdrt.stac	0.57	0.9	0.5	1.0	0.57	0.7	8.13	6.2	6.01	4100.0	9580.0	13680.0	13.246097	13.251917	13.385581	16.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.43373493975904	3.70860927152318	47.682119205298015
0	fas.rst.prstc	fas.rst.prstc	0.0	0.0	0.0	0.0	0.0	0.0	8.13	6.2	6.01	4100.0	4100.0	8200.0	0.0	0.0	0.0	16.0	16.0	1.0	2.0	2.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.78378378378378
0	fas.rst.prstc	fra.sdrt.annodis	0.55	0.9	0.5	1.0	0.57	0.7	8.13	6.2	6.01	4100.0	2185.0	6285.0	6.64518	6.255547	6.643808	18.0	16.0	0.0	1.0	2.0	39.63	0.0	0.0	0.0	0.0	0.0	11.650485436893193	3.8399999999999963	36.8
0	fas.rst.prstc	nld.rst.nldt	0.0	0.88	0.5	1.0	0.56	0.7	8.13	6.2	6.01	4100.0	1608.0	5708.0	4.612701	4.818217	4.694703	29.0	16.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.629629629629632	1.5337423312883445	34.66257668711656
0	fas.rst.prstc	por.rst.cstn	0.0	0.83	0.5	1.0	0.5	0.6	8.13	6.2	6.01	4100.0	4148.0	8248.0	4.550521	5.93955	6.375847	21.0	16.0	1.0	2.0	2.0	100.0	0.0	0.0	0.0	0.0	0.0	-0.6249999999999992	-0.367647058823529	58.45588235294118
0	fas.rst.prstc	rus.rst.rrt	0.62	0.85	0.7	1.0	0.63	0.7	8.13	6.2	6.01	4100.0	28822.0	32922.0	2.167464	2.473399	1.970928	20.0	16.0	1.0	1.0	2.0	33.82	0.0	0.0	0.0	0.0	0.0	2.064359441408605	1.1959198030249638	59.127682026028836
0	fas.rst.prstc	spa.rst.rststb	0.59	0.85	0.5	1.0	0.5	0.7	8.13	6.2	6.01	4100.0	2240.0	6340.0	4.378949	3.918423	4.33711	25.0	16.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4705882352941362	0.46948356807512326	32.3943661971831
0	fas.rst.prstc	spa.rst.sctb	0.59	0.85	0.5	1.0	0.5	0.7	8.13	6.2	6.01	4100.0	439.0	4539.0	5.792829	6.94845	6.636775	19.0	16.0	1.0	1.0	1.0	9.34	0.0	0.0	0.0	0.0	0.0	-10.958904109589037	-5.031446540880502	40.88050314465409
0	fas.rst.prstc	tur.pdtb.tdb	0.59	0.8	0.6	1.0	0.59	0.7	8.13	6.2	6.01	4100.0	2451.0	6551.0	13.245488	13.251407	13.385097	22.0	16.0	0.0	0.0	2.0	33.33	0.0	0.0	0.0	0.0	0.0	4.76190476190477	1.658767772511851	36.492890995260666
0	fas.rst.prstc	zho.rst.sctb	0.0	0.87	1.0	1.0	0.73	0.8	8.13	6.2	6.01	4100.0	439.0	4539.0	5.685313	6.959	6.571948	20.0	16.0	1.0	1.0	1.0	9.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.65408805031446
0	fra.sdrt.annodis	deu.rst.pcc	0.26	0.46	0.0	0.86	0.39	0.4	7.57	6.3	6.15	2185.0	2164.0	4349.0	9.372405	10.097641	8.68822	24.0	18.0	0.0	1.0	2.0	39.63	0.0	0.0	0.0	0.0	0.0	17.073170731707336	2.692307692307695	18.461538461538463
0	fra.sdrt.annodis	eng.pdtb.pdtb	0.43	0.46	0.0	0.9	0.48	0.5	7.57	6.3	6.15	2185.0	43920.0	46105.0	13.220193	13.163104	13.296363	23.0	18.0	0.0	1.0	2.0	39.63	0.0	0.0	0.0	0.0	0.0	1.662234042553189	1.10766504209127	67.74479397430217
0	fra.sdrt.annodis	eng.rst.gum	0.43	0.46	0.0	0.9	0.48	0.5	7.57	6.3	6.15	2185.0	13897.0	16082.0	8.749573	8.926223	8.262911	23.0	18.0	0.0	1.0	1.0	7.71	1.88	0.0	19.95	0.0	0.0	5.197132616487456	2.7737924438067907	56.14538498326159
0	fra.sdrt.annodis	eng.rst.rstdt	0.43	0.46	0.0	0.9	0.48	0.5	7.57	6.3	6.15	2185.0	16002.0	18187.0	8.601127	8.749837	8.354189	17.0	18.0	0.0	1.0	2.0	39.63	0.0	0.0	0.0	0.0	0.0	2.619760479041928	1.6241299303944388	63.619489559164734
0	fra.sdrt.annodis	eng.sdrt.stac	0.43	0.46	0.0	0.9	0.48	0.5	7.57	6.3	6.15	2185.0	9580.0	11765.0	13.220603	13.163555	13.296616	16.0	18.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.650602409638552	5.562913907284766	49.5364238410596
0	fra.sdrt.annodis	fas.rst.prstc	0.55	0.9	0.5	1.0	0.57	0.7	7.57	6.3	6.15	2185.0	4100.0	6285.0	8.7195	8.793685	8.446686	16.0	18.0	0.0	1.0	2.0	39.63	0.0	0.0	0.0	0.0	0.0	8.499999999999998	2.871621621621621	36.6554054054054
0	fra.sdrt.annodis	fra.sdrt.annodis	0.0	0.0	0.0	0.0	0.0	0.0	7.57	6.3	6.15	2185.0	2185.0	4370.0	0.0	0.0	0.0	18.0	18.0	1.0	2.0	2.0	39.63	1.88	0.0	58.49	0.0	0.0	0.0	0.0	32.96
0	fra.sdrt.annodis	nld.rst.nldt	0.55	0.51	0.0	0.94	0.34	0.5	7.57	6.3	6.15	2185.0	1608.0	3793.0	9.662904	9.890774	9.030714	29.0	18.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	8.333333333333346	2.760736196319023	35.88957055214724
0	fra.sdrt.annodis	por.rst.cstn	0.55	0.46	0.0	0.44	0.39	0.5	7.57	6.3	6.15	2185.0	4148.0	6333.0	8.940897	9.107119	8.81171	21.0	18.0	0.0	1.0	2.0	39.63	0.0	0.0	0.0	0.0	0.0	4.374999999999995	2.573529411764703	61.39705882352941
0	fra.sdrt.annodis	rus.rst.rrt	0.33	0.51	0.2	0.94	0.52	0.5	7.57	6.3	6.15	2185.0	28822.0	31007.0	9.268081	9.509367	8.787858	20.0	18.0	0.0	1.0	2.0	33.82	0.0	0.0	37.49	0.0	0.0	2.064359441408605	1.1959198030249638	59.127682026028836
0	fra.sdrt.annodis	spa.rst.rststb	0.48	0.41	0.0	0.44	0.58	0.5	7.57	6.3	6.15	2185.0	2240.0	4425.0	9.536314	9.134564	8.385857	25.0	18.0	0.0	1.0	2.0	0.0	0.0	0.0	22.54	0.0	0.0	9.558823529411756	3.0516431924882603	34.97652582159624
0	fra.sdrt.annodis	spa.rst.sctb	0.48	0.41	0.0	0.44	0.58	0.5	7.57	6.3	6.15	2185.0	439.0	2624.0	8.784357	9.08863	8.784581	19.0	18.0	0.0	1.0	1.0	9.34	1.88	0.0	27.11	0.0	0.0	-8.219178082191783	-3.7735849056603783	42.138364779874216
0	fra.sdrt.annodis	tur.pdtb.tdb	0.27	0.68	0.1	1.0	0.5	0.6	7.57	6.3	6.15	2185.0	2451.0	4636.0	13.219994	13.163045	13.296132	22.0	18.0	0.0	0.0	2.0	33.33	0.0	0.0	33.33	0.0	0.0	11.56462585034015	4.0284360189573505	38.862559241706165
0	fra.sdrt.annodis	zho.rst.sctb	0.55	0.57	1.0	1.0	0.6	0.6	7.57	6.3	6.15	2185.0	439.0	2624.0	8.766785	9.110873	8.814662	20.0	18.0	0.0	1.0	1.0	9.34	1.88	0.0	27.11	0.0	0.0	7.042253521126765	3.1446540880503164	47.79874213836478
0	nld.rst.nldt	deu.rst.pcc	0.55	0.35	0.0	0.29	0.31	0.4	7.19	5.61	5.6	1608.0	2164.0	3772.0	3.389973	3.856719	3.531082	24.0	29.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.439024390243905	0.384615384615385	16.153846153846153
0	nld.rst.nldt	eng.pdtb.pdtb	0.57	0.49	0.0	0.6	0.49	0.5	7.19	5.61	5.6	1608.0	43920.0	45528.0	12.487	12.635552	12.730257	23.0	29.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.659574468085119	1.7722640673460432	68.40939299955694
0	nld.rst.nldt	eng.rst.gum	0.57	0.49	0.0	0.6	0.49	0.5	7.19	5.61	5.6	1608.0	13897.0	15505.0	3.604792	3.409037	3.916429	23.0	29.0	1.0	1.0	2.0	0.0	0.0	13.2	0.0	0.0	0.0	3.4050179211469587	1.8173122907699693	55.18890483022477
0	nld.rst.nldt	eng.rst.rstdt	0.57	0.49	0.0	0.6	0.49	0.5	7.19	5.61	5.6	1608.0	16002.0	17610.0	7.008248	7.095854	7.309951	17.0	29.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4221556886227649	0.8816705336426978	62.87703016241299
0	nld.rst.nldt	eng.sdrt.stac	0.57	0.49	0.0	0.6	0.49	0.5	7.19	5.61	5.6	1608.0	9580.0	11188.0	12.487409	12.636003	12.73051	16.0	29.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	13.403614457831331	5.894039735099341	49.867549668874176
0	nld.rst.nldt	fas.rst.prstc	0.0	0.88	0.5	1.0	0.56	0.7	7.19	5.61	5.6	1608.0	4100.0	5708.0	7.130321	7.212686	7.426377	16.0	29.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	13.00000000000001	4.391891891891895	38.17567567567568
0	nld.rst.nldt	fra.sdrt.annodis	0.55	0.51	0.0	0.94	0.34	0.5	7.19	5.61	5.6	1608.0	2185.0	3793.0	8.409232	8.236805	8.400946	18.0	29.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	13.106796116504855	4.32	37.28
0	nld.rst.nldt	nld.rst.nldt	0.0	0.0	0.0	0.0	0.0	0.0	7.19	5.61	5.6	1608.0	1608.0	3216.0	0.0	0.0	0.0	29.0	29.0	1.0	2.0	2.0	0.0	0.0	50.81	0.0	0.0	0.0	0.0	0.0	33.12883435582822
0	nld.rst.nldt	por.rst.cstn	0.0	0.49	0.1	0.93	0.39	0.4	7.19	5.61	5.6	1608.0	4148.0	5756.0	3.897024	5.076604	5.675775	21.0	29.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.499999999999985	1.4705882352941089	60.29411764705882
0	nld.rst.nldt	rus.rst.rrt	0.62	0.57	0.2	0.8	0.53	0.6	7.19	5.61	5.6	1608.0	28822.0	30430.0	5.212348	5.26341	5.976479	20.0	29.0	1.0	1.0	1.0	0.0	0.0	28.69	0.0	0.0	0.0	2.7322404371584703	1.5828350334154067	59.51459725641928
0	nld.rst.nldt	spa.rst.rststb	0.59	0.58	0.1	0.92	0.56	0.6	7.19	5.61	5.6	1608.0	2240.0	3848.0	2.290605	1.883355	2.714152	25.0	29.0	1.0	1.0	1.0	0.0	0.0	50.81	0.0	0.0	0.0	9.558823529411756	3.0516431924882603	34.97652582159624
0	nld.rst.nldt	spa.rst.sctb	0.59	0.58	0.1	0.92	0.56	0.6	7.19	5.61	5.6	1608.0	439.0	2047.0	2.712379	2.75437	4.408208	19.0	29.0	1.0	1.0	2.0	0.0	0.0	50.81	0.0	0.0	0.0	-10.958904109589037	-5.031446540880502	40.88050314465409
0	nld.rst.nldt	tur.pdtb.tdb	0.59	0.71	0.1	1.0	0.45	0.6	7.19	5.61	5.6	1608.0	2451.0	4059.0	12.4868	12.635493	12.730026	22.0	29.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.834123222748815
0	nld.rst.nldt	zho.rst.sctb	0.0	0.63	1.0	1.0	0.61	0.6	7.19	5.61	5.6	1608.0	439.0	2047.0	2.437617	2.621052	3.433768	20.0	29.0	1.0	1.0	2.0	0.0	0.0	50.81	0.0	0.0	0.0	-7.04225352112675	-3.1446540880503093	41.509433962264154
0	por.rst.cstn	deu.rst.pcc	0.55	0.53	0.1	0.86	0.43	0.5	8.11	5.42	6.18	4148.0	2164.0	6312.0	4.847378	4.917673	5.467457	24.0	21.0	1.0	2.0	2.0	100.0	0.0	0.0	0.0	0.0	0.0	34.146341463414636	5.384615384615385	21.153846153846153
0	por.rst.cstn	eng.pdtb.pdtb	0.57	0.47	0.1	0.9	0.42	0.5	8.11	5.42	6.18	4148.0	43920.0	48068.0	13.0865	13.398033	13.260419	23.0	21.0	0.0	2.0	2.0	100.0	0.0	0.0	0.0	0.0	0.0	1.928191489361701	1.2848914488258742	67.92202038103677
0	por.rst.cstn	eng.rst.gum	0.57	0.47	0.1	0.9	0.42	0.5	8.11	5.42	6.18	4148.0	13897.0	18045.0	4.950131	5.362436	4.756338	23.0	21.0	1.0	1.0	1.0	7.71	0.0	0.0	0.0	0.0	0.0	4.9283154121863975	2.6303204208512767	56.00191296030608
0	por.rst.cstn	eng.rst.rstdt	0.57	0.47	0.1	0.9	0.42	0.5	8.11	5.42	6.18	4148.0	16002.0	20150.0	6.503875	6.095273	7.569855	17.0	21.0	1.0	2.0	2.0	100.0	0.0	0.0	0.0	0.0	0.0	2.020958083832335	1.2529002320185612	63.248259860788856
0	por.rst.cstn	eng.sdrt.stac	0.57	0.47	0.1	0.9	0.42	0.5	8.11	5.42	6.18	4148.0	9580.0	13728.0	13.086909	13.398484	13.260672	16.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.265060240963845	7.152317880794698	51.12582781456953
0	por.rst.cstn	fas.rst.prstc	0.0	0.83	0.5	1.0	0.5	0.6	8.11	5.42	6.18	4148.0	4100.0	8248.0	6.8006	6.34312	7.80966	16.0	21.0	1.0	2.0	2.0	100.0	0.0	0.0	0.0	0.0	0.0	16.499999999999996	5.574324324324323	39.358108108108105
0	por.rst.cstn	fra.sdrt.annodis	0.55	0.46	0.0	0.44	0.39	0.5	8.11	5.42	6.18	4148.0	2185.0	6333.0	7.321632	7.210122	8.13574	18.0	21.0	0.0	1.0	2.0	39.63	0.0	0.0	0.0	0.0	0.0	22.33009708737864	7.359999999999999	40.32
0	por.rst.cstn	nld.rst.nldt	0.0	0.49	0.1	0.93	0.39	0.4	8.11	5.42	6.18	4148.0	1608.0	5756.0	4.036612	3.776232	4.239026	29.0	21.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8518518518518574	0.6134969325153392	33.74233128834356
0	por.rst.cstn	por.rst.cstn	0.0	0.0	0.0	0.0	0.0	0.0	8.11	5.42	6.18	4148.0	4148.0	8296.0	0.0	0.0	0.0	21.0	21.0	1.0	2.0	2.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.82352941176471
0	por.rst.cstn	rus.rst.rrt	0.62	0.5	0.3	0.93	0.47	0.5	8.11	5.42	6.18	4148.0	28822.0	32970.0	5.708479	5.758246	5.673378	20.0	21.0	1.0	1.0	2.0	33.82	0.0	0.0	0.0	0.0	0.0	1.0928961748633832	0.6331340133661598	58.56489623637003
0	por.rst.cstn	spa.rst.rststb	0.59	0.4	0.0	0.27	0.48	0.5	8.11	5.42	6.18	4148.0	2240.0	6388.0	4.006881	3.717936	3.202778	25.0	21.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	19.117647058823522	6.103286384976524	38.028169014084504
0	por.rst.cstn	spa.rst.sctb	0.59	0.4	0.0	0.27	0.48	0.5	8.11	5.42	6.18	4148.0	439.0	4587.0	2.939344	3.522751	4.746724	19.0	21.0	1.0	1.0	1.0	9.34	0.0	0.0	0.0	0.0	0.0	-5.4794520547945265	-2.5157232704402546	43.39622641509434
0	por.rst.cstn	tur.pdtb.tdb	0.59	0.69	0.2	1.0	0.47	0.6	8.11	5.42	6.18	4148.0	2451.0	6599.0	13.0863	13.397974	13.260188	22.0	21.0	0.0	0.0	2.0	33.33	0.0	0.0	0.0	0.0	0.0	14.96598639455784	5.2132701421801	40.047393364928915
0	por.rst.cstn	zho.rst.sctb	0.0	0.61	1.0	1.0	0.63	0.6	8.11	5.42	6.18	4148.0	439.0	4587.0	2.947827	3.506555	4.790832	20.0	21.0	1.0	1.0	1.0	9.34	0.0	0.0	0.0	0.0	0.0	16.90140845070423	7.547169811320757	52.20125786163522
0	rus.rst.rrt	deu.rst.pcc	0.33	0.42	0.2	0.86	0.52	0.5	10.14	7.85	7.85	28822.0	2164.0	30986.0	2.576232	2.523437	2.579694	24.0	20.0	1.0	1.0	2.0	33.82	0.0	0.0	0.0	0.0	0.0	65.85365853658539	10.384615384615389	26.153846153846157
0	rus.rst.rrt	eng.pdtb.pdtb	0.28	0.49	0.2	0.9	0.56	0.5	10.14	7.85	7.85	28822.0	43920.0	72742.0	13.159126	13.245184	13.180949	23.0	20.0	0.0	1.0	2.0	33.82	0.0	0.0	0.0	0.0	0.0	2.992021276595749	1.9937970757642915	68.63092600797519
0	rus.rst.rrt	eng.rst.gum	0.28	0.49	0.2	0.9	0.56	0.5	10.14	7.85	7.85	28822.0	13897.0	42719.0	0.682595	0.658499	0.76169	23.0	20.0	1.0	1.0	1.0	7.71	0.0	13.2	19.95	0.0	0.0	7.795698924731188	4.16068866571019	57.53228120516499
0	rus.rst.rrt	eng.rst.rstdt	0.28	0.49	0.2	0.9	0.56	0.5	10.14	7.85	7.85	28822.0	16002.0	44824.0	2.503462	2.606108	2.726728	17.0	20.0	1.0	1.0	2.0	33.82	0.0	0.0	0.0	0.0	0.0	3.7425149700598794	2.320185614849187	64.31554524361948
0	rus.rst.rrt	eng.sdrt.stac	0.28	0.49	0.2	0.9	0.56	0.5	10.14	7.85	7.85	28822.0	9580.0	38402.0	13.159536	13.245635	13.181202	16.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.92168674698796	7.880794701986758	51.85430463576159
0	rus.rst.rrt	fas.rst.prstc	0.62	0.85	0.7	1.0	0.63	0.7	10.14	7.85	7.85	28822.0	4100.0	32922.0	2.319685	2.460316	2.44312	16.0	20.0	1.0	1.0	2.0	33.82	0.0	0.0	0.0	0.0	0.0	25.500000000000018	8.61486486486487	42.39864864864865
0	rus.rst.rrt	fra.sdrt.annodis	0.33	0.51	0.2	0.94	0.52	0.5	10.14	7.85	7.85	28822.0	2185.0	31007.0	8.166747	8.447593	8.351487	18.0	20.0	0.0	1.0	2.0	33.82	0.0	0.0	37.49	0.0	0.0	45.14563106796115	14.879999999999995	47.839999999999996
0	rus.rst.rrt	nld.rst.nldt	0.62	0.57	0.2	0.8	0.53	0.6	10.14	7.85	7.85	28822.0	1608.0	30430.0	2.981795	2.919728	3.33195	29.0	20.0	1.0	1.0	1.0	0.0	0.0	28.69	0.0	0.0	0.0	17.592592592592613	5.828220858895712	38.95705521472393
0	rus.rst.rrt	por.rst.cstn	0.62	0.5	0.3	0.93	0.47	0.5	10.14	7.85	7.85	28822.0	4148.0	32970.0	4.288991	6.714916	6.562724	21.0	20.0	1.0	1.0	2.0	33.82	0.0	0.0	0.0	0.0	0.0	5.624999999999994	3.308823529411761	62.13235294117647
0	rus.rst.rrt	rus.rst.rrt	0.0	0.0	0.0	0.0	0.0	0.0	10.14	7.85	7.85	28822.0	28822.0	57644.0	0.0	0.0	0.0	20.0	20.0	1.0	2.0	2.0	33.82	0.0	28.69	37.49	0.0	0.0	0.0	0.0	57.93176222300387
0	rus.rst.rrt	spa.rst.rststb	0.36	0.45	0.3	0.8	0.53	0.5	10.14	7.85	7.85	28822.0	2240.0	31062.0	2.35604	1.540792	2.664196	25.0	20.0	1.0	1.0	2.0	0.0	0.0	28.69	22.54	0.0	0.0	47.794117647058826	15.258215962441316	47.183098591549296
0	rus.rst.rrt	spa.rst.sctb	0.36	0.45	0.3	0.8	0.53	0.5	10.14	7.85	7.85	28822.0	439.0	29261.0	4.522629	5.862617	5.548247	19.0	20.0	1.0	1.0	1.0	9.34	0.0	28.69	27.11	0.0	0.0	26.02739726027396	11.94968553459119	57.861635220125784
0	rus.rst.rrt	tur.pdtb.tdb	0.2	0.63	0.2	1.0	0.51	0.5	10.14	7.85	7.85	28822.0	2451.0	31273.0	13.158926	13.245125	13.180718	22.0	20.0	0.0	0.0	2.0	33.33	0.0	0.0	33.33	0.0	0.0	38.0952380952381	13.270142180094787	48.1042654028436
0	rus.rst.rrt	zho.rst.sctb	0.62	0.57	1.0	1.0	0.69	0.6	10.14	7.85	7.85	28822.0	439.0	29261.0	4.451704	5.787588	6.170661	20.0	20.0	1.0	1.0	1.0	9.34	0.0	28.69	27.11	0.0	0.0	2.8169014084507156	1.2578616352201308	45.911949685534594
0	spa.rst.rststb	deu.rst.pcc	0.48	0.5	0.1	0.86	0.64	0.6	7.58	5.86	5.83	2240.0	2164.0	4404.0	1.933714	1.954996	1.545193	24.0	25.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	19.51219512195123	3.0769230769230784	18.846153846153847
0	spa.rst.rststb	eng.pdtb.pdtb	0.34	0.4	0.1	0.9	0.55	0.5	7.58	5.86	5.83	2240.0	43920.0	46160.0	12.793786	12.6494	12.887223	23.0	25.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9946808510638396	1.3291980505095324	67.96632698272043
0	spa.rst.rststb	eng.rst.gum	0.34	0.4	0.1	0.9	0.55	0.5	7.58	5.86	5.83	2240.0	13897.0	16137.0	3.515718	2.412853	3.10224	23.0	25.0	1.0	1.0	1.0	0.0	0.0	13.2	19.95	0.0	0.0	5.107526881720445	2.7259684361549574	56.09756097560976
0	spa.rst.rststb	eng.rst.rstdt	0.34	0.4	0.1	0.9	0.55	0.5	7.58	5.86	5.83	2240.0	16002.0	18242.0	8.294854	7.065571	7.726989	17.0	25.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3203592814371374	1.4385150812065035	63.4338747099768
0	spa.rst.rststb	eng.sdrt.stac	0.34	0.4	0.1	0.9	0.55	0.5	7.58	5.86	5.83	2240.0	9580.0	11820.0	12.794196	12.649851	12.887476	16.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.542168674698804	4.635761589403977	48.60927152317881
0	spa.rst.rststb	fas.rst.prstc	0.59	0.85	0.5	1.0	0.5	0.7	7.58	5.86	5.83	2240.0	4100.0	6340.0	8.347648	7.093197	7.730386	16.0	25.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	8.499999999999998	2.871621621621621	36.6554054054054
0	spa.rst.rststb	fra.sdrt.annodis	0.48	0.41	0.0	0.44	0.58	0.5	7.58	5.86	5.83	2240.0	2185.0	4425.0	9.090052	8.043488	8.378823	18.0	25.0	0.0	1.0	2.0	0.0	0.0	0.0	22.54	0.0	0.0	17.475728155339798	5.759999999999998	38.72
0	spa.rst.rststb	nld.rst.nldt	0.59	0.58	0.1	0.92	0.56	0.6	7.58	5.86	5.83	2240.0	1608.0	3848.0	2.175426	1.607606	2.431857	29.0	25.0	1.0	1.0	1.0	0.0	0.0	50.81	0.0	0.0	0.0	3.703703703703715	1.2269938650306784	34.355828220858896
0	spa.rst.rststb	por.rst.cstn	0.59	0.4	0.0	0.27	0.48	0.5	7.58	5.86	5.83	2240.0	4148.0	6388.0	4.003176	4.610827	4.829882	21.0	25.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	6.874999999999991	4.044117647058819	62.86764705882353
0	spa.rst.rststb	rus.rst.rrt	0.36	0.45	0.3	0.8	0.53	0.5	7.58	5.86	5.83	2240.0	28822.0	31062.0	5.162298	4.19651	4.770651	20.0	25.0	1.0	1.0	2.0	0.0	0.0	28.69	22.54	0.0	0.0	1.882210078931374	1.0903974674639372	59.02215969046781
0	spa.rst.rststb	spa.rst.rststb	0.0	0.0	0.0	0.0	0.0	0.0	7.58	5.86	5.83	2240.0	2240.0	4480.0	0.0	0.0	0.0	25.0	25.0	1.0	2.0	2.0	0.0	0.0	77.46	22.54	0.0	0.0	0.0	0.0	31.92488262910798
0	spa.rst.rststb	spa.rst.sctb	0.0	0.0	0.0	0.0	0.0	0.0	7.58	5.86	5.83	2240.0	439.0	2679.0	1.534863	1.736583	2.335569	19.0	25.0	1.0	1.0	1.0	0.0	0.0	55.13	22.54	0.0	0.0	-2.7397260273972712	-1.2578616352201308	44.65408805031446
0	spa.rst.rststb	tur.pdtb.tdb	0.41	0.65	0.1	1.0	0.56	0.6	7.58	5.86	5.83	2240.0	2451.0	4691.0	12.793586	12.649341	12.886992	22.0	25.0	0.0	0.0	2.0	0.0	0.0	0.0	22.54	0.0	0.0	3.4013605442176895	1.1848341232227497	36.018957345971565
0	spa.rst.rststb	zho.rst.sctb	0.59	0.56	1.0	1.0	0.68	0.6	7.58	5.86	5.83	2240.0	439.0	2679.0	1.480935	1.699828	2.343183	20.0	25.0	1.0	1.0	1.0	0.0	0.0	55.13	22.54	0.0	0.0	7.042253521126765	3.1446540880503164	47.79874213836478
0	spa.rst.sctb	deu.rst.pcc	0.48	0.5	0.1	0.86	0.64	0.6	5.99	4.96	4.41	439.0	2164.0	2603.0	1.501589	2.473544	1.653339	24.0	19.0	1.0	1.0	1.0	9.34	0.0	0.0	0.0	0.0	0.0	2.439024390243905	0.384615384615385	16.153846153846153
0	spa.rst.sctb	eng.pdtb.pdtb	0.34	0.4	0.1	0.9	0.55	0.5	5.99	4.96	4.41	439.0	43920.0	44359.0	13.405347	13.806606	13.566369	23.0	19.0	0.0	1.0	1.0	9.34	0.0	0.0	0.0	0.0	0.0	2.992021276595749	1.9937970757642915	68.63092600797519
0	spa.rst.sctb	eng.rst.gum	0.34	0.4	0.1	0.9	0.55	0.5	5.99	4.96	4.41	439.0	13897.0	14336.0	3.64091	3.828959	3.453652	23.0	19.0	1.0	1.0	2.0	7.71	8.43	13.2	19.95	0.0	0.0	2.2401433691756267	1.1956001912960303	54.56719273075083
0	spa.rst.sctb	eng.rst.rstdt	0.34	0.4	0.1	0.9	0.55	0.5	5.99	4.96	4.41	439.0	16002.0	16441.0	7.031914	6.118611	7.070339	17.0	19.0	1.0	1.0	1.0	9.34	0.0	0.0	0.0	0.0	0.0	1.7964071856287447	1.1136890951276115	63.10904872389791
0	spa.rst.sctb	eng.sdrt.stac	0.34	0.4	0.1	0.9	0.55	0.5	5.99	4.96	4.41	439.0	9580.0	10019.0	13.405757	13.807057	13.566622	16.0	19.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	9.638554216867455	4.238410596026483	48.21192052980132
0	spa.rst.sctb	fas.rst.prstc	0.59	0.85	0.5	1.0	0.5	0.7	5.99	4.96	4.41	439.0	4100.0	4539.0	7.234679	6.326185	7.25676	16.0	19.0	1.0	1.0	1.0	9.34	0.0	0.0	0.0	0.0	0.0	-0.5000000000000011	-0.1689189189189193	33.61486486486486
